locus_1,locus_2,locus_3,locus_4,locus_5,locus_6,locus_7,locus_8,locus_9,locus_10,locus_11,locus_12,locus_13,locus_14,locus_15,id
127,245,105,372,426,110,210,164,109,82,125,239,213,272,122,sample_793
123,239,113,370,428,107,215,164,100,78,125,239,205,262,124,sample_794
127,233,105,362,428,104,210,164,106,80,129,236,213,270,122,sample_795
129,242,101,362,424,107,210,164,106,82,125,239,209,272,122,sample_796
129,233,109,372,424,101,215,172,97,80,125,236,213,261,124,sample_797
129,239,109,372,424,101,215,168,97,78,125,239,205,261,124,sample_798
119,236,105,364,428,98,210,164,106,86,129,233,205,264,124,sample_799
129,239,105,368,428,101,215,168,103,82,129,239,205,261,124,sample_800
123,236,109,364,426,107,210,172,106,86,125,242,213,262,124,sample_801
127,239,113,364,428,101,210,168,106,86,119,239,213,262,122,sample_802
127,236,101,361,422,107,210,172,106,86,123,236,213,266,122,sample_803
129,239,101,366,428,107,210,172,106,86,125,236,205,268,124,sample_804
129,245,109,372,428,98,210,164,97,80,125,233,209,264,122,sample_805
125,242,109,364,428,101,210,159,109,82,127,245,213,262,122,sample_806
125,239,109,372,424,101,215,176,103,78,125,236,209,261,124,sample_807
119,236,105,368,428,107,210,176,106,82,121,233,209,266,124,sample_808
125,233,105,370,428,104,210,164,106,80,127,242,213,272,124,sample_809
125,239,113,372,428,107,215,168,106,80,125,239,209,264,124,sample_810
125,239,109,370,428,104,215,159,100,78,129,239,209,264,122,sample_811
125,242,101,364,428,107,210,164,109,82,125,239,213,264,122,sample_812
129,239,109,372,424,104,215,168,106,82,125,239,205,262,124,sample_813
127,239,101,364,428,107,210,159,106,82,129,245,209,264,122,sample_814
125,245,105,364,428,107,210,159,109,82,127,245,209,266,122,sample_815
119,233,105,366,422,110,215,172,103,86,125,233,209,266,124,sample_816
129,233,109,368,426,101,215,168,106,80,127,239,213,264,124,sample_817
127,245,105,364,428,107,210,164,109,82,127,242,213,272,122,sample_818
125,239,113,361,428,107,210,176,97,86,121,236,213,264,124,sample_819
123,239,105,370,424,104,210,164,100,78,127,239,205,261,124,sample_820
125,239,109,368,422,104,215,168,100,80,129,239,209,264,124,sample_821
119,236,105,364,422,107,210,172,109,82,123,233,205,261,124,sample_822
125,239,109,368,422,101,215,168,100,78,123,239,213,261,124,sample_823
129,245,105,372,428,107,210,164,100,82,125,242,209,272,122,sample_824
125,236,105,370,428,101,215,168,97,78,125,239,209,264,124,sample_825
127,236,101,372,424,110,215,164,112,82,127,242,205,266,122,sample_826
119,236,101,364,426,104,210,176,106,86,121,236,213,270,124,sample_827
129,242,109,368,426,104,210,164,106,84,125,245,213,272,122,sample_828
127,239,109,372,428,104,215,172,100,78,127,233,205,261,124,sample_829
121,239,109,364,426,98,210,172,112,86,119,239,205,264,124,sample_830
129,239,113,372,426,104,215,172,97,82,123,239,213,262,122,sample_831
127,239,113,372,424,104,215,168,100,78,125,239,205,261,124,sample_832
127,245,105,370,428,104,210,164,106,82,127,245,213,272,122,sample_833
123,233,105,364,428,107,215,164,103,82,125,242,205,264,122,sample_834
125,233,101,364,428,107,210,164,109,82,125,233,209,272,122,sample_835
129,245,101,368,428,107,210,168,103,82,129,242,213,272,122,sample_836
129,245,101,364,426,107,210,168,106,82,129,245,213,264,122,sample_837
129,233,101,362,428,107,210,164,103,82,125,245,213,272,122,sample_838
129,233,109,370,428,98,215,172,97,80,127,239,209,262,122,sample_839
125,239,113,364,426,110,215,176,109,86,123,233,205,270,124,sample_840
125,233,109,370,426,104,215,172,100,78,125,239,205,262,124,sample_841
123,239,105,364,422,107,210,172,97,82,121,236,213,261,124,sample_842
121,233,105,366,428,104,210,164,106,86,129,242,209,264,124,sample_843
129,245,105,368,428,104,215,164,109,82,129,245,213,264,122,sample_844
125,239,105,364,426,107,210,159,109,82,125,236,213,268,124,sample_845
125,233,109,370,424,98,215,168,100,80,123,239,205,264,122,sample_846
121,233,113,370,426,104,210,172,100,84,123,242,209,264,122,sample_847
119,239,105,362,422,110,210,172,106,84,125,239,205,262,124,sample_848
127,242,109,364,424,104,215,164,112,84,127,242,209,262,122,sample_849
125,245,105,364,428,101,210,164,106,84,127,236,209,272,122,sample_850
123,236,101,362,428,104,210,176,97,86,121,233,205,262,124,sample_851
125,239,109,372,422,101,215,168,103,80,127,239,209,262,124,sample_852
127,245,105,372,428,104,215,164,109,82,125,245,213,262,124,sample_853
125,242,109,368,422,107,215,176,100,80,127,239,213,261,124,sample_854
125,236,113,370,422,104,210,159,103,86,123,239,213,261,122,sample_855
129,233,109,370,424,98,215,168,100,80,127,239,205,261,124,sample_856
129,239,113,370,428,101,215,168,100,78,125,245,205,264,124,sample_857
125,245,109,364,428,104,210,164,106,82,127,242,209,272,122,sample_858
123,236,105,362,424,104,210,172,109,84,123,236,205,268,124,sample_859
125,239,105,368,424,101,210,172,106,86,125,239,209,264,124,sample_860
125,236,105,372,422,104,215,168,97,78,123,239,205,261,122,sample_861
127,242,101,364,426,101,210,164,103,82,129,233,213,270,124,sample_862
127,242,105,368,428,98,210,159,106,82,127,242,209,268,122,sample_863
129,239,105,372,422,101,215,172,103,80,127,236,209,261,124,sample_864
125,236,105,364,428,107,210,172,109,86,123,236,209,270,124,sample_865
123,239,105,368,428,107,210,164,97,86,125,233,205,268,122,sample_866
119,239,105,366,428,107,210,164,109,86,125,236,205,266,122,sample_867
125,245,105,362,428,110,210,168,100,82,129,242,209,270,122,sample_868
127,239,105,372,422,98,215,172,103,78,129,239,205,264,124,sample_869
125,233,105,370,426,101,210,176,100,78,125,245,205,264,124,sample_870
127,245,101,372,428,107,210,164,100,82,125,245,209,262,124,sample_871
125,239,109,372,424,101,215,172,97,78,127,245,209,261,124,sample_872
119,239,105,368,428,107,210,176,100,86,125,239,205,262,122,sample_873
119,236,105,364,422,98,215,172,106,82,125,233,209,264,124,sample_874
125,242,101,364,426,107,210,172,106,82,125,233,213,262,124,sample_875
123,239,109,364,422,104,210,176,109,84,119,233,209,270,124,sample_876
125,236,105,362,424,107,215,164,112,82,123,239,205,266,124,sample_877
125,236,109,364,422,107,210,172,97,82,123,239,205,264,124,sample_878
129,236,105,370,426,98,215,168,103,78,123,236,213,262,124,sample_879
121,233,113,362,426,104,210,164,106,84,119,236,201,261,124,sample_880
121,239,105,372,428,101,215,168,100,80,129,239,205,261,124,sample_881
129,245,101,364,428,104,210,164,112,82,129,236,213,266,124,sample_882
125,242,105,372,428,104,215,172,103,80,129,239,205,264,124,sample_883
129,245,109,364,428,107,215,172,112,82,127,233,213,266,122,sample_884
125,233,105,372,424,101,215,168,100,80,129,239,209,264,122,sample_885
121,239,105,370,428,107,210,164,103,86,127,236,209,261,122,sample_886
125,242,101,368,428,104,210,164,109,80,129,245,213,264,122,sample_887
123,236,109,361,424,104,210,164,106,80,121,242,205,270,124,sample_888
119,242,105,362,426,104,210,164,106,84,123,236,201,264,124,sample_889
127,239,113,370,426,101,215,172,97,78,123,239,205,262,124,sample_890
123,233,109,370,426,107,210,172,109,86,123,242,201,261,124,sample_891
129,239,109,370,424,101,215,168,97,80,125,239,213,262,122,sample_892
123,239,105,368,422,104,210,172,106,82,123,236,209,266,124,sample_893
125,242,105,368,422,98,215,168,97,80,125,239,209,261,122,sample_894
127,239,109,372,422,104,210,164,97,78,127,239,209,262,124,sample_895
129,239,113,368,424,98,215,164,106,78,125,239,205,261,124,sample_896
123,236,105,370,424,107,210,159,97,84,125,239,213,264,122,sample_897
129,233,105,368,428,104,210,164,100,86,127,242,205,262,124,sample_898
125,239,113,372,422,101,210,164,100,80,129,236,209,264,124,sample_899
127,239,109,372,422,104,215,172,106,80,127,239,205,261,124,sample_900
121,236,113,364,422,101,215,164,106,86,125,236,209,266,122,sample_901
129,245,109,372,428,107,210,164,109,82,129,242,209,272,122,sample_902
129,242,105,364,428,107,210,164,109,82,129,245,213,270,124,sample_903
125,245,101,364,428,107,210,164,109,84,127,245,205,268,122,sample_904
127,245,109,368,426,104,210,164,109,82,127,245,209,272,122,sample_905
123,233,101,362,428,104,210,172,106,86,121,233,201,262,124,sample_906
119,239,113,364,426,107,210,172,109,82,125,242,205,261,122,sample_907
125,233,101,364,428,98,210,164,106,82,125,245,213,272,124,sample_908
129,239,109,372,422,101,215,168,97,80,125,239,209,264,124,sample_909
127,236,105,372,426,104,215,164,103,78,127,242,205,261,124,sample_910
125,245,105,372,424,104,210,164,103,82,129,245,213,272,122,sample_911
119,236,105,370,428,110,210,172,106,82,123,236,213,262,124,sample_912
119,236,113,364,422,107,210,164,109,86,125,239,205,266,124,sample_913
127,242,101,366,426,101,210,164,109,82,127,245,213,266,122,sample_914
125,239,109,372,428,107,215,168,97,78,127,239,205,261,124,sample_915
127,245,101,372,428,104,210,168,100,82,127,245,213,272,124,sample_916
125,239,109,372,422,101,215,164,97,78,129,233,205,264,124,sample_917
129,239,109,372,428,104,215,164,106,78,125,239,205,261,122,sample_918
129,242,109,372,426,107,215,172,100,80,125,239,213,261,124,sample_919
127,239,105,368,428,104,215,168,106,80,129,239,205,261,124,sample_920
125,233,113,370,426,104,215,164,100,78,127,239,209,261,122,sample_921
123,239,101,366,424,107,215,159,106,84,123,239,213,262,122,sample_922
127,239,109,370,424,101,215,159,97,78,125,239,205,261,124,sample_923
119,233,105,364,426,101,215,172,100,86,121,239,201,264,122,sample_924
125,236,101,364,428,98,210,164,112,82,125,245,213,272,122,sample_925
129,245,105,370,428,104,210,164,100,80,127,236,213,266,122,sample_926
121,239,109,370,426,101,215,168,106,78,129,239,205,261,122,sample_927
129,245,109,370,428,101,215,172,103,80,125,239,209,261,122,sample_928
121,236,105,364,424,107,210,159,106,86,125,242,205,262,124,sample_929
119,242,109,362,428,101,210,159,106,86,123,242,213,264,124,sample_930
127,242,101,372,428,101,210,172,106,82,129,245,213,264,122,sample_931
119,236,105,364,426,107,210,168,109,80,121,242,201,270,122,sample_932
121,236,105,362,426,104,210,164,103,82,121,239,209,262,124,sample_933
129,236,113,372,428,101,215,176,97,82,129,245,209,262,124,sample_934
123,239,105,370,426,107,215,172,103,86,121,239,213,262,124,sample_935
123,233,109,366,428,107,210,172,106,86,123,236,209,264,124,sample_936
129,236,105,364,428,107,210,168,112,86,123,239,213,264,124,sample_937
125,245,101,364,424,98,210,164,106,82,129,239,213,264,122,sample_938
127,239,109,372,428,107,215,164,97,82,129,239,209,262,122,sample_939
121,239,105,361,428,104,210,168,109,80,121,239,205,264,124,sample_940
119,236,105,362,424,107,210,164,106,86,121,239,213,264,124,sample_941
127,239,109,364,428,107,210,164,109,82,125,242,213,270,122,sample_942
121,236,113,361,426,98,210,172,109,86,125,242,213,264,124,sample_943
127,239,105,372,424,98,215,172,106,78,123,239,213,264,124,sample_944
119,236,105,368,428,101,215,176,112,86,127,242,205,261,122,sample_945
125,239,109,370,424,101,215,168,103,80,125,242,205,264,122,sample_946
129,233,101,364,426,107,210,164,97,84,129,239,213,272,122,sample_947
125,233,109,372,422,101,215,164,103,80,129,236,205,261,124,sample_948
127,233,101,372,428,107,210,164,106,82,129,236,209,266,124,sample_949
127,239,105,368,428,101,215,168,103,78,125,239,209,261,124,sample_950
125,239,109,368,426,107,215,164,100,80,129,233,205,262,124,sample_951
121,239,105,364,428,110,210,159,106,84,125,239,205,266,124,sample_952
129,242,109,364,428,107,210,164,109,82,125,236,209,272,122,sample_953
125,233,105,364,424,104,210,164,109,84,127,242,209,262,122,sample_954
123,233,105,361,428,110,210,172,103,82,123,236,201,266,124,sample_955
127,242,101,362,426,104,210,164,109,84,127,245,209,272,124,sample_956
119,236,105,370,428,107,210,168,112,86,129,239,209,264,122,sample_957
123,236,105,362,424,104,215,172,103,84,123,236,205,270,124,sample_958
125,242,105,361,428,107,210,164,106,82,121,239,205,270,122,sample_959
121,239,105,361,426,107,215,172,106,80,121,236,209,261,124,sample_960
119,239,101,370,424,110,215,164,106,84,123,236,201,262,124,sample_961
129,239,113,372,428,101,215,172,100,78,129,239,213,261,124,sample_962
127,242,109,362,426,104,210,164,103,80,129,245,213,268,122,sample_963
129,245,109,364,428,104,210,164,106,82,129,242,213,272,124,sample_964
121,242,101,362,424,104,210,159,97,86,121,242,205,264,122,sample_965
123,239,109,364,426,104,215,172,109,86,123,236,205,262,124,sample_966
129,233,101,368,428,107,210,172,97,84,125,245,209,264,122,sample_967
121,239,113,372,428,101,215,164,100,78,125,236,209,261,124,sample_968
127,239,105,372,426,101,215,172,103,80,125,239,205,261,124,sample_969
125,236,113,372,428,104,215,168,100,82,125,233,209,261,124,sample_970
127,239,105,372,426,107,215,172,103,78,129,239,209,262,124,sample_971
125,245,105,372,424,107,210,164,109,82,129,242,213,266,122,sample_972
121,239,105,370,428,107,215,172,106,86,121,242,205,264,124,sample_973
123,233,105,370,426,110,215,172,112,84,121,236,209,264,122,sample_974
125,239,109,370,424,101,215,172,100,80,125,239,213,261,124,sample_975
121,236,101,366,424,104,215,164,112,84,123,236,205,266,124,sample_976
127,239,109,372,428,98,210,164,100,82,125,239,213,270,124,sample_977
125,242,101,364,426,107,215,172,109,80,127,239,213,268,122,sample_978
119,236,113,366,428,104,210,168,112,84,123,236,209,264,122,sample_979
123,233,109,370,426,101,215,159,106,80,127,239,205,261,124,sample_980
129,239,109,370,428,104,215,164,106,80,125,239,205,261,124,sample_981
127,245,101,362,428,107,210,164,106,82,129,245,209,272,122,sample_982
129,239,105,372,424,104,215,168,100,78,127,239,209,261,122,sample_983
119,233,101,364,426,104,210,172,106,86,123,239,209,261,122,sample_984
129,239,105,370,428,104,215,164,100,80,125,233,205,261,122,sample_985
127,245,101,364,428,110,215,164,106,82,127,245,205,264,122,sample_986
127,242,105,364,428,104,215,164,109,80,125,245,213,268,122,sample_987
123,239,105,370,428,107,210,172,106,84,123,236,213,261,122,sample_988
119,239,105,362,424,104,210,172,97,86,125,233,205,268,124,sample_989
127,245,105,364,428,107,215,164,109,82,125,236,205,272,122,sample_990
125,239,109,370,422,104,210,168,97,78,127,239,209,261,124,sample_991
125,233,101,364,428,104,210,164,109,80,129,242,205,264,122,sample_992
123,236,113,361,428,107,210,172,106,86,119,239,205,262,124,sample_993
129,239,101,370,428,104,210,164,109,82,129,245,213,272,122,sample_994
121,236,105,368,428,104,210,164,106,80,121,239,201,264,124,sample_995
125,245,105,364,428,104,210,164,109,80,125,242,205,272,122,sample_996
125,239,113,372,424,101,215,168,106,78,123,239,209,262,124,sample_997
125,245,109,372,424,107,210,164,109,82,125,245,213,272,124,sample_998
121,233,109,362,428,104,215,168,103,86,121,236,205,264,122,sample_999
121,242,113,361,422,98,210,164,100,86,125,233,205,264,124,sample_1000
119,236,105,364,428,107,210,164,106,84,127,236,205,262,124,sample_1001
121,236,105,368,424,104,210,172,109,86,121,239,209,264,124,sample_1002
123,236,105,364,428,107,210,176,97,82,125,233,209,266,124,sample_1003
129,239,105,372,428,98,215,168,103,78,125,233,205,262,124,sample_1004
123,236,113,364,428,110,215,164,103,84,129,239,205,264,122,sample_1005
125,245,101,364,428,101,215,172,106,80,125,245,205,272,122,sample_1006
125,239,109,372,426,104,215,168,103,78,125,239,213,261,124,sample_1007
123,236,105,361,426,107,210,164,109,82,125,236,205,266,124,sample_1008
125,239,101,364,428,110,210,164,109,84,125,233,213,272,122,sample_1009
129,239,101,368,426,104,210,164,109,80,127,233,209,272,122,sample_1010
127,242,109,366,428,104,210,164,109,82,127,245,213,272,124,sample_1011
125,239,109,372,426,104,215,172,97,78,123,239,205,261,124,sample_1012
127,239,113,372,424,107,215,168,97,80,125,233,205,261,124,sample_1013
127,236,109,372,426,101,215,172,100,78,127,239,209,261,124,sample_1014
125,239,105,366,428,104,210,164,112,86,125,236,205,266,124,sample_1015
129,236,109,364,426,101,215,172,97,82,121,233,201,262,122,sample_1016
125,245,109,364,426,107,210,168,109,84,127,236,209,272,122,sample_1017
125,239,113,372,428,104,215,172,100,78,129,233,209,261,124,sample_1018
127,239,109,372,426,104,215,168,106,80,125,239,209,262,124,sample_1019
127,239,113,370,428,104,215,164,100,80,125,233,205,261,124,sample_1020
125,233,105,361,426,101,210,168,97,82,129,239,205,264,124,sample_1021
121,236,109,362,428,107,215,176,97,86,123,239,205,266,124,sample_1022
119,239,113,368,428,107,215,164,100,84,125,239,213,262,122,sample_1023
127,233,113,364,426,104,210,164,106,86,123,236,205,266,124,sample_1024
125,239,113,370,422,101,215,172,100,78,125,239,205,261,124,sample_1025
125,239,105,370,424,104,215,168,106,80,127,239,209,262,124,sample_1026
127,245,101,372,428,104,210,164,112,82,127,233,209,272,122,sample_1027
127,245,105,372,428,110,210,168,109,82,125,245,213,272,124,sample_1028
129,233,101,364,428,104,215,164,112,82,129,242,213,272,124,sample_1029
129,236,105,364,428,110,210,172,106,86,123,239,201,268,122,sample_1030
123,233,105,370,426,110,210,172,109,86,121,239,205,264,124,sample_1031
121,239,109,372,428,101,215,164,97,78,129,236,209,264,124,sample_1032
129,239,113,362,428,101,210,172,100,86,127,242,205,264,124,sample_1033
127,245,109,372,428,104,210,164,103,82,127,245,213,272,122,sample_1034
129,233,113,370,428,104,215,164,100,78,125,233,205,262,122,sample_1035
127,236,105,372,428,101,215,168,100,78,125,239,209,261,124,sample_1036
119,233,109,368,424,104,210,172,109,80,125,236,205,262,124,sample_1037
127,239,109,372,426,101,215,159,100,80,125,242,209,262,124,sample_1038
127,239,105,372,426,104,210,159,100,78,123,239,205,262,122,sample_1039
121,233,109,361,428,104,210,172,100,80,121,242,205,264,124,sample_1040
123,239,105,368,428,104,210,172,112,82,119,233,201,261,122,sample_1041
127,239,101,372,428,101,215,164,109,82,129,245,213,268,122,sample_1042
127,245,105,370,428,107,210,159,106,82,127,239,209,264,124,sample_1043
127,245,105,364,428,104,210,164,109,80,127,245,209,272,122,sample_1044
123,239,105,368,426,107,210,159,109,86,125,236,201,270,122,sample_1045
125,239,105,372,428,98,215,172,97,80,127,239,209,262,124,sample_1046
119,236,105,364,424,104,215,172,112,86,121,236,201,262,122,sample_1047
125,236,109,372,426,104,215,172,100,80,129,239,205,262,124,sample_1048
127,236,113,372,428,101,215,172,100,78,129,245,213,262,122,sample_1049
127,245,101,370,428,104,215,164,106,84,129,233,213,272,122,sample_1050
125,236,109,370,428,101,215,168,100,80,129,239,213,261,124,sample_1051
119,239,101,366,424,101,210,164,109,86,121,239,201,264,124,sample_1052
119,239,105,364,426,107,210,172,109,86,123,236,205,264,124,sample_1053
119,236,105,362,424,101,215,172,97,86,127,236,201,262,124,sample_1054
125,245,101,368,428,107,210,159,106,82,125,242,209,268,122,sample_1055
119,239,105,362,426,101,215,172,100,86,123,236,209,262,124,sample_1056
123,239,113,364,424,107,210,172,106,86,123,236,213,270,124,sample_1057
129,233,105,370,428,101,215,164,103,80,125,239,213,262,122,sample_1058
129,245,109,372,428,104,210,164,109,82,125,245,213,272,124,sample_1059
125,236,113,362,424,104,210,164,97,86,125,236,205,261,124,sample_1060
123,236,105,368,428,107,210,172,109,86,123,239,209,264,124,sample_1061
119,233,109,366,422,107,215,164,103,86,123,239,205,264,124,sample_1062
123,236,113,364,424,107,210,159,112,84,121,242,209,264,122,sample_1063
121,233,109,364,424,104,215,164,106,80,125,236,205,262,122,sample_1064
129,245,109,366,428,104,210,164,109,80,127,245,209,270,122,sample_1065
127,239,105,368,422,107,210,172,106,86,129,239,205,268,124,sample_1066
123,236,113,366,428,107,210,172,106,84,127,236,209,264,124,sample_1067
127,239,109,364,428,101,210,164,106,82,127,242,205,270,122,sample_1068
127,236,113,372,426,101,210,172,100,80,129,239,213,264,124,sample_1069
125,245,101,372,424,107,210,164,100,82,125,245,213,272,124,sample_1070
125,233,105,370,426,104,210,168,100,78,129,233,209,261,124,sample_1071
121,236,109,364,428,104,210,164,106,86,125,233,205,264,124,sample_1072
121,242,105,366,424,98,215,172,103,86,125,239,205,261,124,sample_1073
119,236,105,364,426,104,210,159,103,86,129,233,201,264,124,sample_1074
119,236,101,364,426,107,210,164,106,86,121,242,213,264,124,sample_1075
125,245,105,364,426,104,210,164,109,82,127,239,209,272,122,sample_1076
129,236,105,361,422,107,210,172,109,84,123,239,205,262,124,sample_1077
119,233,105,364,426,98,210,168,97,84,123,236,201,262,124,sample_1078
129,242,101,364,424,104,210,168,109,82,125,236,213,268,122,sample_1079
123,236,101,362,424,110,210,168,97,82,121,233,209,268,124,sample_1080
127,239,105,370,428,104,210,164,109,86,123,236,205,262,124,sample_1081
123,242,113,364,426,107,215,172,106,86,123,236,205,264,122,sample_1082
125,239,105,368,426,98,215,168,100,80,127,239,209,264,124,sample_1083
125,239,105,370,428,101,215,168,103,80,125,233,213,261,122,sample_1084
119,236,105,364,426,104,210,164,112,86,119,239,213,266,122,sample_1085
125,233,109,361,424,107,210,172,106,84,129,236,201,264,122,sample_1086
121,233,113,370,428,101,215,172,97,78,129,239,209,262,124,sample_1087
123,233,113,364,426,107,210,172,106,86,127,236,205,261,124,sample_1088
123,233,109,370,426,101,210,164,106,80,125,239,209,261,122,sample_1089
129,242,109,366,428,107,210,164,106,82,125,242,213,270,122,sample_1090
123,239,113,370,424,104,215,168,103,78,127,236,205,264,122,sample_1091
127,233,105,370,426,104,215,172,103,78,127,233,209,261,124,sample_1092
129,245,101,370,428,101,210,168,109,84,127,236,209,268,122,sample_1093
129,239,105,372,426,101,215,168,103,78,127,239,209,261,124,sample_1094
129,242,101,361,428,104,215,159,106,86,123,233,205,262,122,sample_1095
127,242,101,364,428,98,210,164,106,82,129,242,213,272,122,sample_1096
119,233,105,364,426,110,210,172,103,84,119,239,209,264,124,sample_1097
123,239,113,372,424,104,215,172,106,78,129,239,213,261,124,sample_1098
123,239,105,368,422,107,210,172,106,86,127,239,209,266,122,sample_1099
127,239,101,364,428,110,215,172,103,80,129,242,213,272,122,sample_1100
129,242,109,372,428,107,210,172,112,82,125,245,213,272,122,sample_1101
123,239,109,364,426,107,210,172,109,84,123,236,205,266,124,sample_1102
129,242,105,366,426,107,215,172,106,80,125,233,213,272,122,sample_1103
121,236,105,366,426,98,215,164,106,86,123,239,205,264,124,sample_1104
125,239,109,372,426,98,215,168,97,78,127,239,209,264,124,sample_1105
127,245,105,364,428,107,210,168,109,84,127,245,213,272,122,sample_1106
119,233,105,362,428,107,215,164,103,86,121,239,213,264,124,sample_1107
129,239,101,372,424,104,210,164,97,82,125,242,213,272,122,sample_1108
121,239,105,372,428,104,215,172,100,80,127,239,209,261,124,sample_1109
123,236,105,364,428,110,215,164,100,86,121,239,205,262,124,sample_1110
127,239,105,372,428,104,210,164,112,80,129,242,213,272,122,sample_1111
129,245,109,372,426,104,210,164,103,82,127,233,205,261,124,sample_1112
121,236,105,364,424,110,215,172,112,84,125,236,205,264,124,sample_1113
129,239,113,372,424,101,215,159,100,78,127,239,205,261,124,sample_1114
121,239,105,370,424,107,215,168,100,82,129,239,205,261,124,sample_1115
127,245,101,370,428,101,215,168,112,80,127,242,209,272,122,sample_1116
119,236,101,366,428,107,215,172,109,82,119,239,205,264,122,sample_1117
125,239,109,370,424,98,215,168,97,80,127,239,205,261,124,sample_1118
125,242,109,364,428,101,210,164,103,80,127,242,209,270,122,sample_1119
123,236,109,364,428,110,215,164,106,86,121,242,209,266,124,sample_1120
121,239,105,366,428,107,210,159,97,86,121,236,205,266,122,sample_1121
129,239,105,370,428,101,215,168,103,80,125,239,209,261,122,sample_1122
125,239,113,370,428,107,215,168,100,82,125,239,205,261,124,sample_1123
125,239,113,372,424,101,215,168,97,80,125,239,209,262,124,sample_1124
127,242,109,364,428,104,210,159,109,82,127,233,213,266,122,sample_1125
129,245,101,364,426,98,215,164,106,82,129,242,213,272,122,sample_1126
129,245,101,364,426,104,210,164,106,82,127,233,209,272,122,sample_1127
127,233,101,362,428,104,210,164,109,82,125,245,213,266,122,sample_1128
123,239,113,364,426,98,210,172,109,84,121,236,213,264,124,sample_1129
129,242,109,370,428,98,215,172,100,78,125,239,209,261,122,sample_1130
121,239,105,364,424,104,210,176,106,86,123,233,213,262,122,sample_1131
129,239,113,370,422,104,215,172,100,82,129,239,209,261,124,sample_1132
125,239,109,370,426,101,215,172,100,80,125,239,205,261,124,sample_1133
119,236,113,370,424,107,210,172,109,86,125,239,205,262,122,sample_1134
125,239,113,370,426,101,215,164,103,78,129,236,209,261,124,sample_1135
125,239,101,364,428,104,210,164,112,80,127,245,205,268,122,sample_1136
125,245,101,366,424,101,210,164,97,84,125,239,205,272,122,sample_1137
123,236,105,364,422,104,210,172,106,82,123,242,205,264,122,sample_1138
125,239,109,372,426,98,215,172,97,82,129,236,209,261,124,sample_1139
119,239,109,364,424,107,210,168,106,82,125,236,205,264,124,sample_1140
127,245,105,364,428,104,210,164,112,82,127,245,209,272,122,sample_1141
123,242,105,366,424,104,215,172,106,82,121,242,205,261,124,sample_1142
125,239,109,372,422,101,215,164,103,82,125,239,209,261,124,sample_1143
125,239,105,372,428,101,215,172,106,78,127,239,209,261,122,sample_1144
123,242,105,364,428,98,210,164,106,84,119,242,201,262,122,sample_1145
125,239,105,372,428,101,215,168,97,80,123,233,209,261,124,sample_1146
125,239,109,368,428,104,215,168,100,80,125,233,205,261,124,sample_1147
123,239,105,364,428,98,215,172,103,86,123,242,205,264,124,sample_1148
123,239,105,372,426,101,215,159,100,78,129,239,213,261,124,sample_1149
129,245,101,368,428,107,210,159,112,80,127,245,205,264,122,sample_1150
121,233,109,370,426,98,215,172,103,80,127,239,205,264,124,sample_1151
121,236,113,362,422,104,210,172,109,86,123,236,213,264,124,sample_1152
127,236,101,364,428,98,210,168,109,80,127,245,213,264,124,sample_1153
121,236,105,366,426,98,210,172,106,82,119,233,205,262,124,sample_1154
123,239,109,372,424,104,215,168,103,80,125,239,213,261,124,sample_1155
125,245,101,368,428,107,215,164,106,82,127,242,213,266,122,sample_1156
129,242,101,372,428,98,210,164,109,82,129,236,213,272,122,sample_1157
123,236,105,362,426,104,210,164,106,86,121,239,213,262,122,sample_1158
121,239,109,370,422,101,215,172,103,82,127,242,205,264,124,sample_1159
129,239,113,370,426,101,215,172,97,80,129,239,205,264,124,sample_1160
121,236,105,366,426,107,215,164,106,86,125,236,209,264,124,sample_1161
121,239,109,370,426,104,210,164,106,80,123,236,205,262,122,sample_1162
127,242,101,372,426,104,210,164,106,82,125,245,213,272,122,sample_1163
125,245,109,372,424,101,215,172,100,80,127,239,205,261,122,sample_1164
123,233,113,368,428,101,215,172,109,86,121,242,209,262,124,sample_1165
125,245,101,362,428,110,210,164,109,82,129,239,205,272,122,sample_1166
127,236,105,372,426,101,215,168,100,78,129,239,209,262,124,sample_1167
127,239,109,370,428,101,215,172,103,80,127,239,209,262,124,sample_1168
119,239,101,370,422,101,210,168,109,84,123,239,205,266,124,sample_1169
125,242,105,366,426,104,210,164,109,82,125,233,213,272,122,sample_1170
127,239,109,368,424,101,215,172,100,82,127,236,213,261,122,sample_1171
123,242,109,368,424,110,210,164,100,86,123,236,205,264,122,sample_1172
129,236,113,364,422,104,210,172,100,86,119,233,213,266,124,sample_1173
119,236,105,362,426,107,210,164,97,86,125,236,213,264,122,sample_1174
125,239,105,370,428,107,210,172,100,78,127,239,205,261,122,sample_1175
129,245,109,364,428,104,210,159,106,84,125,245,209,272,122,sample_1176
125,242,101,366,428,104,210,164,109,80,125,245,209,272,124,sample_1177
123,236,105,364,426,104,210,168,97,86,125,239,205,266,122,sample_1178
123,239,113,364,422,110,210,172,109,84,121,239,213,270,124,sample_1179
129,242,105,372,428,104,215,164,100,82,127,239,205,264,124,sample_1180
125,239,109,370,422,101,215,164,100,80,125,236,209,264,124,sample_1181
121,239,105,362,428,107,210,168,109,86,121,236,205,268,122,sample_1182
119,239,105,368,426,110,215,172,103,86,125,233,201,270,124,sample_1183
121,233,105,372,422,104,215,172,103,78,127,233,209,261,122,sample_1184
